1	1	MAX_HP	500	1011	1012	1013	1014	1015
1	2	CRITICAL_PCT	5	1011	1012	1013	1014	1015
1	3	PENETRATE_PCT	5	1011	1012	1013	1014	1015
1	4	ATT_BONUS_TO_WARRIOR	15	1011	1012	1013	1014	1015
1	5	RESIST_WARRIOR	10	1011	1012	1013	1014	1015
2	1	MAX_HP	500	1021	1022	1023	1024	1025
2	2	CRITICAL_PCT	5	1021	1022	1023	1024	1025
2	3	PENETRATE_PCT	5	1021	1022	1023	1024	1025
2	4	ATT_BONUS_TO_ASSASSIN	15	1021	1022	1023	1024	1025
2	5	RESIST_ASSASSIN	10	1021	1022	1023	1024	1025
3	1	MAX_HP	500	1031	1032	1033	1034	1035
3	2	CRITICAL_PCT	5	1031	1032	1033	1034	1035
3	3	PENETRATE_PCT	5	1031	1032	1033	1034	1035
3	4	ATT_BONUS_TO_SURA	15	1031	1032	1033	1034	1035
3	5	RESIST_SURA	10	1031	1032	1033	1034	1035
4	1	MAX_HP	500	1041	1042	1043	1044	1045
4	2	CRITICAL_PCT	5	1041	1042	1043	1044	1045
4	3	PENETRATE_PCT	5	1041	1042	1043	1044	1045
4	4	ATT_BONUS_TO_SHAMAN	15	1041	1042	1043	1044	1045
4	5	RESIST_SHAMAN	10	1041	1042	1043	1044	1045
5	1	MAX_HP	500	1051	1052	1053	1054	1055
5	2	APPLY_ANTI_CRITICAL_PCT	10	1051	1052	1053	1054	1055
5	3	APPLY_ANTI_PENETRATE_PCT	10	1051	1052	1053	1054	1055
5	4	ATTBONUS_HUMAN	10	1051	1052	1053	1054	1055
5	5	APPLY_RESIST_HUMAN	5	1051	1052	1053	1054	1055
6	1	MAX_HP	500	1051	1052	1053	1054	1055
6	2	APPLY_ATTBONUS_METIN	10	1051	1052	1053	1054	1055
6	3	APPLY_ATTBONUS_BOSS	10	1051	1052	1053	1054	1055
6	4	ATT_BONUS_TO_MONSTER	10	1051	1052	1003	1054	1055
6	5	APPLY_RESIST_MONSTER	10	1051	1052	1053	1054	1055
